"","name","id","align","eye","hair","sex","gsm","alive","appearances","year"
"5143","supreme one (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",5,"1966"
"5144","ula (earth-616)","","neutral characters","","black hair","female characters","heterosexual characters","living characters",5,"1966"
"5145","alibar (earth-616)","no dual identity","","","","male characters","heterosexual characters","living characters",5,"1967"
"5146","chet huntley (earth-616)","public identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",5,"1967"
"5147","colonel ling (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","deceased characters",5,"1967"
"5148","chester fenton (earth-616)","public identity","good characters","","","male characters","heterosexual characters","living characters",5,"1968"
"5149","dr thaxton (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",5,"1968"
"5150","kratos (earth-616)","no dual identity","good characters","","","male characters","heterosexual characters","living characters",5,"1968"
"5151","marduk (sons of satannish) (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",5,"1968"
"5152","paul richarde (earth-616)","secret identity","bad characters","","black hair","male characters","heterosexual characters","living characters",5,"1968"
"5153","robert mccoy (earth-616)","public identity","good characters","blue eyes","grey hair","male characters","heterosexual characters","living characters",5,"1968"
"5154","umbu (earth-616)","secret identity","bad characters","","no hair","","heterosexual characters","living characters",5,"1968"
"5155","edward forsyth (earth-616)","secret identity","bad characters","","","male characters","heterosexual characters","deceased characters",5,"1969"
"5156","karl kraus (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",5,"1969"
"5157","zorr (android) (earth-616)","secret identity","","","","male characters","heterosexual characters","living characters",5,"1969"
"5158","andro (earth-616)","public identity","bad characters","yellow eyes","no hair","male characters","heterosexual characters","living characters",5,"1970"
"5159","lawrence rambow (earth-616)","","bad characters","","","male characters","heterosexual characters","living characters",5,"1970"
"5160","michel berman (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",5,"1970"
"5161","alecto (red slayer) (earth-616)","no dual identity","neutral characters","","brown hair","male characters","heterosexual characters","living characters",5,"1971"
"5162","durok (earth-616)","","bad characters","red eyes","no hair","male characters","heterosexual characters","deceased characters",5,"1971"
"5163","mikas (earth-616)","secret identity","bad characters","white eyes","white hair","male characters","heterosexual characters","living characters",5,"1971"
"5164","paul allen (earth-616)","public identity","bad characters","","black hair","male characters","heterosexual characters","deceased characters",5,"1971"
"5165","trikon (earth-616)","secret identity","bad characters","","no hair","male characters","heterosexual characters","living characters",5,"1971"
"5166","avius (earth-616)","no dual identity","","","","male characters","heterosexual characters","living characters",5,"1972"
"5167","barney roberts (earth-616)","","","","","male characters","heterosexual characters","living characters",5,"1972"
"5168","george friedrich (earth-616)","secret identity","bad characters","","brown hair","male characters","heterosexual characters","deceased characters",5,"1972"
"5169","giant one (earth-616)","","","","","","heterosexual characters","living characters",5,"1972"
"5170","kamorr (earth-616)","","good characters","black eyes","brown hair","male characters","heterosexual characters","living characters",5,"1972"
"5171","larry wagner (earth-616)","","good characters","","blond hair","male characters","heterosexual characters","deceased characters",5,"1972"
"5172","laura russell (earth-616)","no dual identity","","blue eyes","red hair","female characters","heterosexual characters","deceased characters",5,"1972"
"5173","lorvex (earth-616)","public identity","bad characters","","brown hair","male characters","heterosexual characters","living characters",5,"1972"
"5174","michael miller (earth-616)","public identity","good characters","","black hair","male characters","heterosexual characters","living characters",5,"1972"
"5175","monstroid (ballox) (earth-616)","","bad characters","","","male characters","heterosexual characters","deceased characters",5,"1972"
"5176","simon gilbert (earth-616)","public identity","bad characters","grey eyes","black hair","male characters","heterosexual characters","deceased characters",5,"1972"
"5177","alphonse frankenstein (earth-616)","no dual identity","neutral characters","","black hair","male characters","heterosexual characters","living characters",5,"1973"
"5178","bolaa (earth-616)","no dual identity","good characters","","black hair","male characters","heterosexual characters","living characters",5,"1973"
